sep=,
"Data","Doc.","Artigo [Documentos GC Lin]","Descrição [Artigos]","Observ. [Artigos]","Quant [Documentos GC Lin]","Valor [Documentos GC Lin]","Desconto [Documentos GC Lin]","Família [Artigos]","Nome [Clientes]","Vendedor [Documentos GC Lin]"
"15-04-2026","ORC",="102639","LIMA P/ROSCA BSW","1450 D WW","1","104,1",="0","BAHCO","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="119763","PLAQUETE","LT16NRAG60 KC5025","2","51,2",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="119416","PLAQUETE","LT16NRAG55 KC5025","1","25,6",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="121824","PLAQUETE DE ROSCAR","16 ER AG55 CM5515","10","144",="0","NATSU","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="121825","PLAQUETE DE ROSCAR","16 IR AG55 CM5515","10","144",="0","NATSU","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="120384","PLAQUETE","LT16ER20ISO KC5025","2","51,2",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="119180","PLAQUETE","LT16ERAG60 KC5025","2","51,2",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="155600","PLAQUETE","LT16NR16W KC5025","5","128",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="117187","PLAQUETE","LT16ERAG55 KC5025","1","25,6",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC","","","","0","0",="0","","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="124194","PLAQUETE","LT16NR10ISO KC5025","2","51,2",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="131492","PLAQUETE DE ROSCAR","16 ER AG60 CM2560","10","144",="0","NATSU","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="131493","PLAQUETE DE ROSCAR","16 IR AG60 CM2560","10","144",="0","NATSU","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="120119","PLAQUETE","LT16ER10ISO KC5025","2","51,2",="20","KENNA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="102638","LIMA P/ROSCA ISO","1450 D ISO","1","98,2",="0","BAHCO","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"15-04-2026","ORC",="146500","CALIBRE ROSCA FEMEA","M 8,00x1.00 Passa  16226","0","0",="0","VOLKEL","NEWTOF - MAQUINAÇÕES TECNICAS LDA","HR"
"15-04-2026","ORC","VOLKEL","artigo especial","","1","54",="0","VOLKEL","NEWTOF - MAQUINAÇÕES TECNICAS LDA","HR"
"15-04-2026","ORC",="194262","CINTA SERRA","4090 27x0,9 4/6D EPIC GP","2","79",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ORC",="194262","CINTA SERRA","4090 27x0,9 4/6D EPIC GP","1","0",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ORC",="146456","CINTA SERRA","4090 27x0,9 3/4D EPIC GP","3","118,5",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"16-04-2026","ORC",="114553","FRESA TUNGS 3N CURTA ALU","460 LH3AE120 12,00 S/REV.","20","923,4",="10","LH","DETALHES BINARIOS - ENGENHARIA UNIPESSOAL LDA","VT"
"16-04-2026","ORC",="109896","FRESA TUNGS 3N S-CARB","43 M TIB 12,00mm  44722","20","1774,8",="15","SGS","DETALHES BINARIOS - ENGENHARIA UNIPESSOAL LDA","VT"
"16-04-2026","ORC",="105788","ROLO LIXA","40x50000 KL361-JFLEX P 40","1","64,9",="0","GENERI","DUARTECRUZ FÁBRICA PLÁSTICOS, LDA.","AB"
"16-04-2026","ORC",="133703","FRESA MÓDULO HSS 5%CO","MOD141 2,00 Nr.3 17/20","1","122,13",="10","CARMON","ERMELINDO MARIA FRANCO, LDA","AB"
"16-04-2026","ORC",="121312","PLAQUETE","LNPU 15T608SRGER KCPM40  6830678","30","468,98",="35","KENNA","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC",="113389","FRESA","M4D063Z06S22LN15","1","0",="0","KENNA","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC",="121355","CABEÇA FRESAR","TK45 HN0604 D80 A27 Z07-H","1","0",="0","SMOXH","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC",="127992","PLAQUETE","HNPJ0604ANSNHD KCPM40","30","385,13",="35","KENNA","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC","G","KIT PROMOCIONAL","","1","0",="0","","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC","G","KIT PROMOCIONAL","","1","0",="0","","METALOMECANICA AGRELA, LDA","OC"
"16-04-2026","ORC",="133027","CINTA SERRA","4550 34x1,1 3/4D EPIC GP","0","0",="0","SIMOND","OLI MOLDES, LDA","OC"
"16-04-2026","ORC",="133027","CINTA SERRA","4550 34x1,1 3/4D EPIC GP","0","0",="0","SIMOND","OLI MOLDES, LDA","OC"
"16-04-2026","ORC",="133027","CINTA SERRA","4550 34x1,1 3/4D EPIC GP","4","199,2",="0","SIMOND","OLI MOLDES, LDA","OC"
"16-04-2026","ORC",="133027","CINTA SERRA","4550 34x1,1 3/4D EPIC GP","1","0",="0","SIMOND","OLI MOLDES, LDA","OC"
"16-04-2026","ORC","","","","0","0",="0","","OLI MOLDES, LDA","OC"
"16-04-2026","ORC","G","KIT PROMOCIONAL","","0","0",="0","","OLI MOLDES, LDA","OC"
"16-04-2026","ORC","G","KIT PROMOCIONAL","","1","0",="0","","OLI MOLDES, LDA","OC"
"16-04-2026","ORC",="112135","PRENSA PREC/AÇO 60HRc 0,02mm","MSR 150/300  161826","1","1085",="0","ROHM","BRAD-TECH LDA","VT"
"16-04-2026","ORC","","","","0","0",="0","","BRAD-TECH LDA","VT"
"16-04-2026","ORC",="122911","PRENSA PRECISÃO","GT853 165 150/300","1","600",="0","HTK","BRAD-TECH LDA","VT"
"16-04-2026","ORC",="116999","FRESA TUNGS 2N NAV LONGA ALU","460 LH2AEA030 3,00 S/REV.","5","98",="0","LH","TURNXPERT - CNC MACHINING SOLUTIONS UNIPESSOAL LDA","OC"
"16-04-2026","ORC",="114134","FRESA TUNGS 3N LONGA ALU","460 LH3AEA030 3,00 S/REV.","5","98",="0","LH","TURNXPERT - CNC MACHINING SOLUTIONS UNIPESSOAL LDA","OC"
"16-04-2026","ORC","","","","0","0",="0","","TURNXPERT - CNC MACHINING SOLUTIONS UNIPESSOAL LDA","OC"
"16-04-2026","ORC",="118259","BURIL TUNGS","Rt 310x20x4mm T10MG","5","973,5",="0","TIGRA","SNA EUROPE (INDUSTRIES), LDA.","OC"
"16-04-2026","ORC","","","","0","0",="0","","SNA EUROPE (INDUSTRIES), LDA.","OC"
"16-04-2026","ORC","","","","0","0",="0","","SNA EUROPE (INDUSTRIES), LDA.","OC"
"16-04-2026","ORC",="122059","BUCHA P/TORNO AÇO DIN6350","DURO M 315x3  185306","1","2015",="0","ROHM","BITZER PORTUGAL COMPRESSORES PARA FRIO SA","FL"
"16-04-2026","ORC",="131311","CONE P/ FRESAS  BT40 16-63 WELDON","BT40x16-63","1","35,5",="0","HTK","MBR MOLDES BATISTA & ROCHA, LDA.","VT"
"16-04-2026","ORC",="108054","AZERADOR MAGNÉTICO","A 020","1","143,9",="0","FERVI","MBR MOLDES BATISTA & ROCHA, LDA.","VT"
"16-04-2026","ORC",="117883","AZERADOR UNIVERSAL","106000 2MM 3D","1","272,7",="0","HAFSCH","MBR MOLDES BATISTA & ROCHA, LDA.","VT"
"16-04-2026","ORC",="100240","BROCA CILINDRICA DIN338N","0 HSS 4,00mm","2","2,6",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100246","BROCA CILINDRICA DIN338N","0 HSS 4,40mm","1","1,4",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100300","BROCA CILINDRICA DIN338N","0 HSS 8,50mm","1","3,9",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100315","BROCA CILINDRICA DIN338N","0 HSS 10,00mm","2","13,4",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100320","BROCA CILINDRICA DIN338N","0 HSS 11,00mm","1","5,7",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100215","BROCA CILINDRICA DIN338N","0 HSS 2,60mm","10","9",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100244","BROCA CILINDRICA DIN338N","0 HSS 4,30mm","1","1,5",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100264","BROCA CILINDRICA DIN338N","0 HSS 5,50mm","1","1,7",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100282","BROCA CILINDRICA DIN338N","0 HSS 7,00mm","1","2,5",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100329","BROCA CILINDRICA DIN338N","0 HSS 13,50mm","1","10,9",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100196","BROCA CILINDRICA DIN338N","0 HSS 1,60mm","10","13",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100229","BROCA CILINDRICA DIN338N","0 HSS 3,40mm","10","11",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100306","BROCA CILINDRICA DIN338N","0 HSS 9,00mm","1","4,3",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100232","BROCA CILINDRICA DIN338N","0 HSS 3,60mm","10","13",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100262","BROCA CILINDRICA DIN338N","0 HSS 5,30mm","1","1,7",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100328","BROCA CILINDRICA DIN338N","0 HSS 13,00mm","2","16",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100248","BROCA CILINDRICA DIN338N","0 HSS 4,50mm","4","5,6",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100327","BROCA CILINDRICA DIN338N","0 HSS 12,50mm","1","8",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100231","BROCA CILINDRICA DIN338N","0 HSS 3,50mm","10","11",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100208","BROCA CILINDRICA DIN338N","0 HSS 2,20mm","10","13",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100322","BROCA CILINDRICA DIN338N","0 HSS 11,50mm","1","6,9",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100325","BROCA CILINDRICA DIN338N","0 HSS 12,00mm","2","13,8",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100330","BROCA CILINDRICA DIN338N","0 HSS 14,00mm","1","10,9",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100263","BROCA CILINDRICA DIN338N","0 HSS 5,40mm","1","1,7",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100288","BROCA CILINDRICA DIN338N","0 HSS 7,50mm","1","2,5",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100294","BROCA CILINDRICA DIN338N","0 HSS 8,00mm","2","6,2",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100311","BROCA CILINDRICA DIN338N","0 HSS 9,50mm","1","4,7",="0","OSBORN","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"16-04-2026","ORC",="100004","ABECEDÁRIO AÇO","Ab 4,0 Direito Jogo  PP27040","1","29,34",="20","PRYOR","BALANTEK LDA","AB"
"16-04-2026","ORC","P","Portes","Portes","1","4,5",="0","","BALANTEK LDA","AB"
"16-04-2026","ORC",="101279","NUMERÁRIO AÇO","Nm 4,00 Direito Jogo  PP10040","1","11,74",="20","PRYOR","BALANTEK LDA","AB"
"16-04-2026","ORC",="111894","FRESA TUNGS 2N CURTA RAIO","460 LH2MR030-05 ALTIN 3,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111898","FRESA TUNGS 2N CURTA RAIO","460 LH2MR040-10 ALTIN 4,00mm R1.0","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="110511","FRESA TUNGS 4N CURTA","460 LH4EM100 ALTIM 10,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="117885","PONTEIRA P/AZERADOR","107323 CURTA","0","0",="0","HAFSCH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="110358","FRESA TUNGS 2N CURTA BOL","460 LH2BZ040 ALTIN 4,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111751","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR020-02-08 ALTIN 2,00mm R0.","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111897","FRESA TUNGS 2N CURTA RAIO","460 LH2MR040-05 ALTIN 4,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111339","FRESA TUNGS 2N CURTA RAIO","460 LH2MR060-10 ALTIN 6,00mm R1.0","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111606","FRESA TUNGS 4N CURTA RAIO","460 LH4MR080-10 ALTIN 8,00mm R1.0","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111564","FRESA TUNGS 4N CURTA RAIO","460 LH4MR100-05 ALTIN 10,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111569","FRESA TUNGS 4N CURTA RAIO","460 LH4MR120-05 ALTIN 12,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111465","FRESA TUNGS 4N NAV LONGA","460 LH4EMA080 ALTIN 8,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111642","FRESA TUNGS 2N CURTA BOL C/PESC.","460 LH2BR020-08 ALTIN 2,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111744","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR015-02-08 ALTIN 1,50mm R0.","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111805","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR015-02-06 ALTIN 1,50mm R0.","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111918","FRESA TUNGS 2N CURTA BOL C/PESC.","460 LH2BR010-06 ALTIN 1,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="110362","FRESA TUNGS 2N CURTA BOL","460 LH2BZ100 ALTIN 10,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111844","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR010-02-06 ALTIN 1,00mm R0.","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111639","FRESA TUNGS 2N CURTA BOL C/PESC.","460 LH2BR030-08 ALTIN 3,00mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111628","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR020-02-06 ALTIN 2,00mm R0.","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="112606","FRESA TUNGS 2N CURTA BOL C/PESC.","460 LH2BR015-06 ALTIN 1,50mm","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111225","FRESA TUNGS 2N CURTA RAIO","460 LH2MR060-05 ALTIN 6,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"16-04-2026","ORC",="111626","FRESA TUNGS 4N CURTA RAIO","460 LH4MR080-05 ALTIN 8,00mm R0.5","0","0",="20","LH","PREMIUM MOLD LDA","VT"
"17-04-2026","ORC",="133333","FRESA","GOPR4SE0600R013HBM KCU20","5","123,94",="25","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="169244","BROCA","B052F03400CPG KC7325","3","193,44",="20","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="122206","BROCA COBALTO","238NVA 8,5 mm","10","74,7",="10","OSAWA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="119983","PLAQUETE","A4G0200M02P02GUP KCU10","0","0",="25","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="169284","BROCA","B052F08000CPG KC7325","3","244,8",="20","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="169406","BROCA","B053A05200CPG KC7325","3","330",="20","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="190861","BROCA","B269A05200HPR KCK10A","3","572,25",="30","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC","","","","0","0",="0","","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC","","","","0","0",="0","","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC","","","","0","0",="0","","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="169274","BROCA","B052F06800CPG KC7325","3","244,8",="20","KENNA","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"17-04-2026","ORC",="106120","SUPORTE TORRETA","T 00 BD","5","801",="10","FERVI","COLOPLAST-MANUFACTURING PORTUGAL, UNIPESSOAL, LDA.","DB"
"17-04-2026","ORC",="115463","PLAQUETE","EC030M03N00CF02 KCU25","0","0",="25","KENNA","SHAPETEK - TECNOLOGIAS DE MAQUINAÇÃO LDA","FL"
"17-04-2026","ORC","P","Portes","Portes","0","0",="0","","SHAPETEK - TECNOLOGIAS DE MAQUINAÇÃO LDA","FL"
"17-04-2026","ORC",="110076","APALPA FOLGAS FITA/AÇO","Nr 0611 504 0,04mm Rolo 5Mts","0","0",="20","HELIOS","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"17-04-2026","ORC",="103460","CAÇONETE 0 HSS-6g","M 14,00x2.00-38x14 Esquerda","1","38,1",="0","JBO","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC",="103909","CAÇONETE 0 HSS-6g","M 12,00x1.75-38x14 Esquerda  104909","1","38,9",="0","JBO","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC",="115088","FRESA HSS 4N WELD.","WS4 12 mm","1","22,3",="0","OSAWA","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC",="130495","MACHO HSS DIN376 ISO2","M 12,00x1.75 Helic Esq. (SP LH)","1","36,8",="45","YAMAWA","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC",="130496","MACHO HSS DIN376 ISO2","M 14,00x2.00 Helic Esq. (SP LH)","1","46,22",="45","YAMAWA","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC",="120657","FRESA HSS 6N WELD.","WS6 28 mm","1","112,1",="0","OSAWA","MAINTPHI - MAINTENANCE PHILOSOPHY LDA","VT"
"17-04-2026","ORC","SC","Art 0235 KENNON","","6","1282,8",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","SC","Art 0235 KENNON","","6","168",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","SC","Art 0235 KENNON","","1","108",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="102625","ESQUADRO CEPO","9045 B 300mm","6","189",="0","BAHCO","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","","","","0","0",="0","","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="116918","RÉGUA GRADUADA AÇO DIN866/A","Nr 0451 103 1500mm","6","880,8",="0","HELIOS","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="121730","PAQUÍMETRO ANALÓGICO INOX DIN862","120 008 12 0-200mm 0,02","5","211",="0","ACCUD","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","ACCUD","artigo especial","","1","336,3",="0","ACCUD","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","ACCUD","artigo especial","","1","49,2",="0","ACCUD","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="114251","PAQUÍMETRO PARAFUSO HASTE RETANG.","Nr 0185 505 0-200mm 0,05","5","199,5",="0","HELIOS","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="110412","SUTA UNIVERSAL","Nr 0420 201 150mm c/Lupa","1","56",="0","HELIOS","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="109258","ESQUADRO CEPO","9045 B 400mm","6","220,2",="0","BAHCO","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","BAHCO","artigo especial","","6","153,66",="0","BAHCO","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","BAHCO","artigo especial","","6","153,9",="0","BAHCO","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC",="122078","RÉGUA GRADUADA AÇO DIN866/A","Nr 0451 101 500x30x6mm","6","178,8",="0","HELIOS","CRUZ MARTINS & WAHL, LDA.","OC"
"17-04-2026","ORC","SC","Art 0235 KENNON","","1","169,2",="0","","LTMV LDA","HR"
"17-04-2026","ORC",="108908","TINTA MARCAÇÃO","1975 T3 Azul Prússia 100grs","0","0",="0","ORAPI","LTMV LDA","HR"
"17-04-2026","ORC",="133562","PLAQUETE","SEKN1203AFFNLN KC730","0","0",="35","KENNA","CORDEFER COMÉRCIO DE FERRAMENTAS, LDA","AB"
"17-04-2026","ORC","G","KIT PROMOCIONAL","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="128316","PLAQUETE","TPMT090204LF KCP10B","0","0",="35","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC","G","KIT PROMOCIONAL","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="119489","PLAQUETE","EG0300M03P04GUP KCU25","0","0",="25","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="149897","SUPORTE","A08JSTFPR09","0","0",="0","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="121729","PAQUÍMETRO ANALÓGICO INOX DIN862","120 006 12 0-150mm 0,02","0","0",="0","ACCUD","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="115854","SUPORTE","EVSMR2525M0326C","0","0",="0","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="122911","PRENSA PRECISÃO","GT853 165 150/300","0","0",="0","HTK","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="119792","PLACA  APOIO","BAX TC16-9619","0","0",="0","SMOXH","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC","","","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC","","","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="123351","PLAQUETE","TPMR160308 KCP25C","0","0",="35","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC","","","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC","","","","0","0",="0","","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="131791","PLAQUETE","TPGN160308 KCP25C","0","0",="35","KENNA","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="116566","PARAFUSO","SSV M3.5x14-9512","0","0",="0","SMOXH","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="117998","PLACA  APOIO","BAX TER16-9625","0","0",="0","SMOXH","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="111931","MAQUINA AFIAR BROCAS","DM 213 2-13mm","0","0",="0","LI-HSU","METALÚRGICA DA SEIXA ALMEIDA COSTA & CORREIA, LDA.","HR"
"17-04-2026","ORC",="110324","MAQUINA AFIAR FRESAS","GH 1225","0","0",="0","LI-HSU","TECLENAJUNCOR, SA.","FL"
