sep=,
"Data","Doc.","Artigo [Documentos GC Lin]","Descrição [Artigos]","Observ. [Artigos]","Quant [Documentos GC Lin]","Valor [Documentos GC Lin]","Desconto [Documentos GC Lin]","Família [Artigos]","Nome [Clientes]","Vendedor [Documentos GC Lin]"
"17-06-2025","ENC",="117885","PONTEIRA P/AZERADOR","107323 CURTA","0","0",="0","HAFSCH","TRICAD - SOLUÇÕES DE ENGENHARIA UNIPESSOAL LDA","OC"
"17-06-2025","ENC",="133175","OBSOLETO","GOMILL PRO KIT M CYLINDRICAL","0","0",="0","KENNA","ESTAMPAÇO ESTAP.COMP. METALOMECANICA PRECISÃO, LDA","VT"
"17-06-2025","ENC",="132872","CINTA SERRA","2950 27x0,9 6/10D EPIC GP","0","0",="0","SIMOND","ESTAMPAÇO ESTAP.COMP. METALOMECANICA PRECISÃO, LDA","VT"
"17-06-2025","ENC",="132872","CINTA SERRA","2950 27x0,9 6/10D EPIC GP","0","0",="0","SIMOND","ESTAMPAÇO ESTAP.COMP. METALOMECANICA PRECISÃO, LDA","VT"
"17-06-2025","ENC","G","KIT PROMOCIONAL","","0","0",="0","","ESTAMPAÇO ESTAP.COMP. METALOMECANICA PRECISÃO, LDA","VT"
"17-06-2025","ENC","","","","0","0",="0","","MOLDOGRANO-SERRALHARIA MECÂNICA UNIPESSOAL LDA","VT"
"17-06-2025","ENC",="106018","PINÇA","462 E Ø25 D=35,05 L=52","0","0",="0","EROGLU","MOLDOGRANO-SERRALHARIA MECÂNICA UNIPESSOAL LDA","VT"
"17-06-2025","ENC",="131491","PLAQUETE","APKT 100308PDER MG CM6233","0","0",="0","NATSU","MOLDOGRANO-SERRALHARIA MECÂNICA UNIPESSOAL LDA","VT"
"17-06-2025","ENC",="116644","FRESA","ST90 AP10 D30 W25 L120 Z04","0","0",="0","SMOXH","MOLDOGRANO-SERRALHARIA MECÂNICA UNIPESSOAL LDA","VT"
"17-06-2025","ENC","P","Portes","Portes","0","0",="0","","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"17-06-2025","ENC",="130004","MACHO HSS DIN371 ISO2X","M 5,00x0.80 Helic  (PM-SP)","0","0",="45","YAMAWA","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"17-06-2025","ENC",="121943","CANDEEIRO DE LED'S ARTICULADO","Art 0532A 230V","0","0",="10","FERVI","ANTONIO GUILHERME DOMINGUES - DEMOLIÇÕES UNIPESSOAL LDA","OC"
"17-06-2025","ENC",="114003","FRESA FIX/MECÂNICA","SET PC 1245 Jogo","0","0",="5","NOMA","VOLKAN UNIPESSOAL LDA","HR"
"17-06-2025","ENC","","","","0","0",="0","","VOLKAN UNIPESSOAL LDA","HR"
"17-06-2025","ENC",="123352","PLAQUETE","KSEM2200HPGM KCPM45","0","0",="30","KENNA","METROMOLDE TECNOLOGIA MOLDES, LDA.","VT"
"17-06-2025","ENC","","","","0","0",="0","","WRK LDA","VT"
"17-06-2025","ENC",="118272","PLAQUETE","ODMW060512SN X500","0","0",="35","KENNA","WRK LDA","VT"
"17-06-2025","ENC",="108044","ELEMENTO-APERTO","K 001 14 Jogo","0","0",="0","FERVI","QUANTAL LASER TECNOLOGIA, SA.","OC"
"17-06-2025","ENC",="122873","FRESA TUNGS 4N NAV LONGA","460 LH4EMA045 ALTIN 4,50mm","0","0",="0","LH","A BRITO IND. PORTUGUESA ENGRENAGENS, SA.","VT"
"17-06-2025","ENC",="100352","BROCA LONGA DIN340RN","0 HSS 8,00x165mm","0","0",="0","OSBORN","A BRITO IND. PORTUGUESA ENGRENAGENS, SA.","VT"
"17-06-2025","ENC",="102990","LIMA PARALELA",="1 100 06 1 0","0","0",="0","BAHCO","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"17-06-2025","ENC",="109975","ACESSÓRIO AMORTECEDOR 818 284","600 N P/AT12II","0","0",="20","TRDMX","ROLMAQUINAS ROLAMENTOS MÁQUINAS, LDA.","AB"
"17-06-2025","ENC","","","","0","0",="0","","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC",="103510","PUNÇÃO MARCAR","Pn 8,0 Direito  PP080","0","0",="10","PRYOR","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"17-06-2025","ENC","P","Portes","Portes","0","0",="0","","ASSEADA MÁQUINAS COMÉRCIO MÁQ. FERRAMENTA, LDA.","AB"
"18-06-2025","ENC","","","","0","0",="0","","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"18-06-2025","ENC",="112930","BURIL HSS COBALTO C-10 FORM.B","Qd 25,0x25,0x250mm","0","0",="0","HAAG","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"18-06-2025","ENC","","","","0","0",="0","","A SILVA MATOS METALOMECÂNICA, SA","HR"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","A SILVA MATOS METALOMECÂNICA, SA","HR"
"18-06-2025","ENC",="100006","ABECEDÁRIO AÇO","Ab 6,0 Direito Jogo  PP27060","0","0",="0","PRYOR","A SILVA MATOS METALOMECÂNICA, SA","HR"
"18-06-2025","ENC",="134128","BUCHA P/TORNO AÇO","DURO T 250x3T UB ROHM 437492","0","0",="0","ROHM","FLAMA FÁBRICA LOUÇAS ELECTRODOMÉSTICOS, SA.","OC"
"18-06-2025","ENC","","","","0","0",="0","","METALÚRGICA TÂMEGA TEIXEIRA & TORRES, SA.","DB"
"18-06-2025","ENC",="100712","CHAVE DINAMOM Q/1/2"","1006 12/68 Nm","0","0",="0","TECNO","METALÚRGICA TÂMEGA TEIXEIRA & TORRES, SA.","DB"
"18-06-2025","ENC",="130238","MACHO HSS DIN371 ISO2X","M 5,00x0.80 SP (PO-VA)","0","0",="45","YAMAWA","ENG & STEEL LDA","HR"
"18-06-2025","ENC",="107920","BROCA HSS","138N 4,2 mm","0","0",="0","OSAWA","ENG & STEEL LDA","HR"
"18-06-2025","ENC",="130239","MACHO HSS DIN371 ISO2X","M 6,00x1.00 SP (PO-VA)","0","0",="45","YAMAWA","ENG & STEEL LDA","HR"
"18-06-2025","ENC",="107926","BROCA HSS","138N 5 mm","0","0",="0","OSAWA","ENG & STEEL LDA","HR"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","PAKA II SYSTEMS & SERVICES UNIPESSOAL, LDA","OC"
"18-06-2025","ENC",="112799","MICROMETRO EXT DIN863 PONTAS CARBID","Nr 2330 810 0-25mm 0,01 HOREX","0","0",="0","HELIOS","PAKA II SYSTEMS & SERVICES UNIPESSOAL, LDA","OC"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","SKELT METALOMECÂNICA, SA","VT"
"18-06-2025","ENC",="100699","CARACTER DE MARCAR","Cr 4,00 Direito  TP040","0","0",="0","PRYOR","SKELT METALOMECÂNICA, SA","VT"
"18-06-2025","ENC","","","","0","0",="0","","IVO-CUTELARIAS, S.A","FL"
"18-06-2025","ENC",="107006","ARMAÇÃO SERROTE",="319","0","0",="0","BAHCO","IVO-CUTELARIAS, S.A","FL"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","IVO-CUTELARIAS, S.A","FL"
"18-06-2025","ENC",="117886","PONTEIRA P/AZERADOR","107323 L  LONGA","0","0",="0","HAFSCH","IVO-CUTELARIAS, S.A","FL"
"18-06-2025","ENC",="129236","MACHO HSS DIN376 ISO2(6H)","M 12,00x1.75 Helic  (SP-VA)","0","0",="45","YAMAWA","MAQUITORNO COMPONENTES METÁLICOS, LDA.","FL"
"18-06-2025","ENC",="133636","FRESA TUNGS 4N CURTA","BD550 D16×45×D16×100L—4F","0","0",="0","HTK","MAQUITORNO COMPONENTES METÁLICOS, LDA.","FL"
"18-06-2025","ENC","","","","0","0",="0","","OLIMAR CONST. ELECT. DOMINGOS FRANCISCO RAMILO SA","FL"
"18-06-2025","ENC",="131491","PLAQUETE","APKT 100308PDER MG CM6233","0","0",="0","NATSU","OLIMAR CONST. ELECT. DOMINGOS FRANCISCO RAMILO SA","FL"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","OLIMAR CONST. ELECT. DOMINGOS FRANCISCO RAMILO SA","FL"
"18-06-2025","ENC",="110349","FRESA TUNGS 4N CURTA","460 LH4EM030 ALTIN 3,00mm","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="111904","FRESA TUNGS 4N CURTA RAIO","460 LH4MR020-05 ALTIN 2,00mm R0.5","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="110506","FRESA TUNGS 4N CURTA","460 LH4EM080 ALTIN 8,00mm","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="110851","FRESA TUNGS 4N CURTA","460 LH4EM010 ALTIN 1,00mm","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="111626","FRESA TUNGS 4N CURTA RAIO","460 LH4MR080-05 ALTIN 8,00mm R0.5","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="110361","FRESA TUNGS 2N CURTA BOL","460 LH2BZ080 ALTIN 8,00mm","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="110863","FRESA TUNGS 2N CURTA BOL","460 LH2BZ010 ALTIN 1,00mm","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="111534","FRESA TUNGS 4N CURTA RAIO","460 LH4MR040-05 ALTIN 4,00mm R0.5","0","0",="20","LH","MOLDACAMPO MOLDES INJECÇÃO PLÁSTICOS, UNIP.,LDA.","VT"
"18-06-2025","ENC",="100214","BROCA CILINDRICA DIN338N","0 HSS 2,50mm","0","0",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"18-06-2025","ENC",="100300","BROCA CILINDRICA DIN338N","0 HSS 8,50mm","0","0",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"18-06-2025","ENC",="100276","BROCA CILINDRICA DIN338N","0 HSS 6,50mm","0","0",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"18-06-2025","ENC",="111255","PORTA LÁMINA","SGTBK 20","0","0",="20","FERVI","COVITOOL COMÈRCIO MAQ. FERR. PROFISSIONAIS, LDA.","AB"
"18-06-2025","ENC",="100570","ENCABADOURO CONE MORSE T/236","MK 2 B16  014906","0","0",="20","ROHM","COVITOOL COMÈRCIO MAQ. FERR. PROFISSIONAIS, LDA.","AB"
"18-06-2025","ENC",="100558","BUCHA APERTO RÁPIDO T/136-70","3,0-16,0S B16 Supra  871057","0","0",="20","ROHM","COVITOOL COMÈRCIO MAQ. FERR. PROFISSIONAIS, LDA.","AB"
"18-06-2025","ENC",="115882","SUPORTE","EVBSN32M0450","0","0",="20","KENNA","COVITOOL COMÈRCIO MAQ. FERR. PROFISSIONAIS, LDA.","AB"
"18-06-2025","ENC",="115967","SUPORTE","EVBSN26M0340","0","0",="20","KENNA","COVITOOL COMÈRCIO MAQ. FERR. PROFISSIONAIS, LDA.","AB"
"18-06-2025","ENC",="100576","ENCABADOURO CONE MORSE T/236","MK 3 B22  014914","0","0",="0","ROHM","ASGO TECNOL. P/IND. ALIMENTAR, SA","VT"
"18-06-2025","ENC",="108622","BUCHA APERTO RÁPIDO","M 051 20 1,0-20 B22","0","0",="0","FERVI","ASGO TECNOL. P/IND. ALIMENTAR, SA","VT"
"18-06-2025","ENC","","","","0","0",="0","","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC","","","","0","0",="0","","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="131506","FRESA TUNGS ROTATIVA","SA05M P6 AÇO  29353","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="102302","FRESA TUNGS ROTATIVA","SC 1M P6  21703","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="102350","FRESA TUNGS ROTATIVA","SF 5MNF P1  29062","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="134127","BROCA EXTRA LONGA HSSCo DIN1869","0 Co 5,00x170x240mm","0","0",="10","STOCK","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="102310","FRESA TUNGS ROTATIVA","SC 5M P6  21878","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="102277","FRESA TUNGS ROTATIVA","SA 1M P6  20003","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="102295","FRESA TUNGS ROTATIVA","SB 5M P6  21028","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"18-06-2025","ENC",="130239","MACHO HSS DIN371 ISO2X","M 6,00x1.00 SP (PO-VA)","0","0",="45","YAMAWA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"18-06-2025","ENC",="100325","BROCA CILINDRICA DIN338N","0 HSS 12,00mm","0","0",="0","OSBORN","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"18-06-2025","ENC",="109403","ABECEDÁRIO AÇO","Ab 6,0 Jogo Picotado  PPDS26060","0","0",="0","PRYOR","CS WIND PORTUGAL, S.A.","HR"
"18-06-2025","ENC","P","Portes","Portes","0","0",="0","","CS WIND PORTUGAL, S.A.","HR"
"18-06-2025","ENC","","","","0","0",="0","","CS WIND PORTUGAL, S.A.","HR"
"18-06-2025","ENC",="109404","NUMERÁRIO AÇO","Nm 6,00 Jogo Picotado  PPDS10060","0","0",="0","PRYOR","CS WIND PORTUGAL, S.A.","HR"
"18-06-2025","ENC",="105582","PORTA PINÇAS","SK40 A ER 40 (3-26) 80","0","0",="0","EROGLU","PCFM PROJECTO, COMÉRCIO FABRICO MOLDES,LDA.","FL"
"18-06-2025","ENC",="100539","BUCHA APERTO C/CHAVE T/111-76","3,0-16,0M B16  227152","0","0",="0","ROHM","PCFM PROJECTO, COMÉRCIO FABRICO MOLDES,LDA.","FL"
"20-06-2025","ENC",="120580","FLUIDO REFRIGERAÇÃO P/CORTE METAIS","CIMSTAR MB278FF-20 6871621","0","0",="0","CIMCOL","FELGRAVA MOLDES, LDA.","DB"
"20-06-2025","ENC",="122488","PLAQUETE","LNPU15T620SRGE KC725M","0","0",="35","KENNA","COQUIMOLD M J UNIPESSOAL, LDA.","DB"
"24-06-2025","ENC",="111836","FRESA TUNGS 2N CURTA MICRO","460 LH2MSA006 ALTIN 0,60mm","0","0","20+10","LH","FAMIL FÁBRICA MOLDES P/INJECÇÃO, SA","DB"
"25-06-2025","ENC",="130239","MACHO HSS DIN371 ISO2X","M 6,00x1.00 SP (PO-VA)","0","0",="45","YAMAWA","CS WIND PORTUGAL, S.A.","HR"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","CS WIND PORTUGAL, S.A.","HR"
"25-06-2025","ENC",="130401","MACHO HSS DIN374 ISO2","M 18,00x2.00 Helic  (SP)","0","0",="45","YAMAWA","CLIENTE 3000","AB"
"25-06-2025","ENC",="101230","PLAQUETE","KNUX 160405RN","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="112562","PLAQUETE RANHURAR",="165160134","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="121826","PLAQUETE DE SANGRAR","TGTN 3 CM6233","0","0",="0","NATSU","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="112561","PLAQUETE RANHURAR",="165110134","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="110767","PLAQUETE RANHURAR",="165315134","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="112338","PLAQUETE RANHURAR",="165265134","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="106214","NAVALHA SANGRAR RADIAL","SGIH 32 3","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC",="112337","PLAQUETE RANHURAR",="165215134","0","0",="0","FERVI","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC","G","KIT PROMOCIONAL","","0","0",="0","","JOSÉ CARLOS SÁ SACRAMENTO","HR"
"25-06-2025","ENC","","","","0","0",="0","","BIOCAPE IMPORT. EXPORT. DE CAPSULAS, LDA.","VT"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","BIOCAPE IMPORT. EXPORT. DE CAPSULAS, LDA.","VT"
"25-06-2025","ENC",="129352","MACHO HSS DIN371 ISO2","M 5,00x0.80 Helic  (AL+SP)","0","0",="45","YAMAWA","BIOCAPE IMPORT. EXPORT. DE CAPSULAS, LDA.","VT"
"25-06-2025","ENC",="106417","LÁMINA P/RASCADOR S002","S 002/E200 Jogo (10)","0","0",="5","FERVI","COMEIP, LDA.","OC"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","COMEIP, LDA.","OC"
"25-06-2025","ENC","","","","0","0",="0","","COMEIP, LDA.","OC"
"25-06-2025","ENC",="132782","CINTA SERRA","6370 27x0,9 6/10D EPIC GP","0","0",="10","SIMOND","FUNFRAP FUNDIÇÃO PORTUGUESA, SA","OC"
"25-06-2025","ENC",="109653","APALPA FOLGAS FITA/AÇO","Nr 0611 550 0,50mm Rolo 5 Mts.","0","0",="20","HELIOS","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"25-06-2025","ENC",="109664","APALPA FOLGAS FITA/AÇO","Nr 0611 554 0,60mm Rolo 5 Mts.","0","0",="20","HELIOS","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"25-06-2025","ENC",="133424","FRESA TUNGS 2N CURTA","BD550 D6×15×D6×50L—2F","0","0",="0","HTK","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"25-06-2025","ENC",="133563","FRESA TUNGS 2N CURTA","BD550 D12×30×D12×75L—2F","0","0",="0","HTK","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"25-06-2025","ENC",="121632","PARAFUSO","SSV M4x12-9515","0","0",="0","SMOXH","METAIS JAIME DIAS S A","OC"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","METAIS JAIME DIAS S A","OC"
"25-06-2025","ENC",="110500","PARAFUSO M3.5x12mm",="1334","0","0",="0","CANELA","INACEINOX INDÚSTRIA EQUIPAMENTOS INOXIDÁVEIS, SA.","OC"
"25-06-2025","ENC","","","","0","0",="0","","MAGALHÃES & IRMÃOS, UNIP., LDA.","OC"
"25-06-2025","ENC",="115541","BROCA EXTRA LONGA BS328","0 HSS 7,00x250mm  814070","0","0",="0","TIVOLY","MAGALHÃES & IRMÃOS, UNIP., LDA.","OC"
"25-06-2025","ENC","","","","0","0",="0","","METALÚRGICA DO FOJO, LDA.","DB"
"25-06-2025","ENC",="122145","PLAQUETE","KSEM1300HPGM KC7315","0","0",="30","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"25-06-2025","ENC",="122351","BROCA","KSEM140R5WN16M","0","0",="20","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"25-06-2025","ENC",="118113","BROCA LONGA HSS+CO","0 Co 8,00x165x109mm  10230","0","0",="0","NUI","A BRITO IND. PORTUGUESA ENGRENAGENS, SA.","VT"
"25-06-2025","ENC",="133834","KIT ROSCAGEM + BROCA","3 M4,00x0.70 Helic. (SP-VA) + BROCA","0","0",="0","YAMAWA","PROPROCESS, UNIPESSOAL LDA","DB"
"25-06-2025","ENC",="133836","KIT ROSCAGEM + BROCA","3 M5,00x0.80 Helic. (SP-VA) + BROCA","0","0",="0","YAMAWA","PROPROCESS, UNIPESSOAL LDA","DB"
"25-06-2025","ENC","","","","0","0",="0","","RECTIFICADORA JPP, LDA.","OC"
"25-06-2025","ENC",="122636","BUCHA P/TORNO AÇO DIN6350","DURO M FIX FRONTAL 160x3  185360","0","0",="0","ROHM","RECTIFICADORA JPP, LDA.","OC"
"25-06-2025","ENC",="134129","FRESA TUNGS ROTATIVA","SA05M P6 INOX  29155","0","0",="20","SGS","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"25-06-2025","ENC",="131923","PLAQUETE","RCMT0803M0 KCP25C","0","0",="35","KENNA","VALDEMAR METALOMECÂNICA SERVIÇOS, LDA.","FL"
"25-06-2025","ENC","","","","0","0",="0","","VALDEMAR METALOMECÂNICA SERVIÇOS, LDA.","FL"
"25-06-2025","ENC","","","","0","0",="0","","VALDEMAR METALOMECÂNICA SERVIÇOS, LDA.","FL"
"25-06-2025","ENC",="119763","PLAQUETE","LT16NRAG60 KC5025","0","0",="20","KENNA","METALCRUSH, LDA","DB"
"25-06-2025","ENC",="110389","FRESA TUNGS 2N CURTA","460 LH2EM020 ALTIN 2,00mm","0","0",="0","LH","METALCRUSH, LDA","DB"
"25-06-2025","ENC",="129947","MACHO HSS DIN371 ISO2","M 10,00x1.50 Helic  (PH-SP)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC",="129948","MACHO HSS DIN376 ISO2","M 12,00x1.75 Helic  (PH-SP)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC",="129950","MACHO HSS DIN376 ISO2","M 16,00x2.00 Helic  (PH-SP)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC","","","","0","0",="0","","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC",="129946","MACHO HSS DIN371 ISO2","M 8,00x1.25 Helic  (PH-SP)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC",="129945","MACHO HSS DIN371 ISO2","M 6,00x1.00 Helic  (PH-SP)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC",="129415","MACHO HSS DINYMW","Rc(BSPT) 1/4-19 Helic  (AUSP Rc)","0","0",="45","YAMAWA","VISMOLDES INDÚSTRIA DE MOLDES, LDA.","HR"
"25-06-2025","ENC","","","","0","0",="0","","FAMO INDÚSTRIA MOBILIÁRIO ESCRITÓRIO, LDA.","OC"
"25-06-2025","ENC","P","Portes","Portes","0","0",="0","","FAMO INDÚSTRIA MOBILIÁRIO ESCRITÓRIO, LDA.","OC"
"25-06-2025","ENC",="122733","PLAQUETE","CCMT 060204MP CM6125","0","0",="0","NATSU","FAMO INDÚSTRIA MOBILIÁRIO ESCRITÓRIO, LDA.","OC"
"25-06-2025","ENC",="114595","CAÇONETE 0 HSS","BSW 3/16"x24-20x7  22410","0","0",="20","VOLKEL","MAFERMAQ - MÁQUINAS FERRAMENTAS UNIP., LDA","AB"
"25-06-2025","ENC",="134131","SUPORTE P/1 RECARTILHA","131 20U251006","0","0",="0","ZEUS","PAKA II SYSTEMS & SERVICES UNIPESSOAL, LDA","OC"
"25-06-2025","ENC","","","","0","0",="0","","PAKA II SYSTEMS & SERVICES UNIPESSOAL, LDA","OC"
"25-06-2025","ENC",="134130","RECARTILHA PM","AA 1,00 20x10x6mm Nr 11","0","0",="0","ZEUS","PAKA II SYSTEMS & SERVICES UNIPESSOAL, LDA","OC"
"25-06-2025","ENC",="101304","DIAMANTE P/RECTIF. MOS 12X150","CARAT 1,00","0","0",="20","KUTWEL","DUNIMEX - EQUIPAMENTOS INDUSTRIAIS, LDA","AB"
"25-06-2025","ENC",="107774","BURIL TUNGS","Rd 10,0x100mm h6","0","0",="20","TUNIT","DUNIMEX - EQUIPAMENTOS INDUSTRIAIS, LDA","AB"
"25-06-2025","ENC",="131385","PINÇA ELÁSTICA","ZY-20002 10/9 ER32","0","0",="20","HTK","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="110351","FRESA TUNGS 4N CURTA","460 LH4EM060 ALTIN 6,00mm","0","0",="20","LH","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="120565","BROCA MD 3xD","353PU 9 mm","0","0",="20","OSAWA","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="132778","BROCA MD 3xD","353PU 11 mm","0","0",="20","OSAWA","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="106115","BASE MAG P/COMPARADOR","S 045 Haste Articulada","0","0",="20","FERVI","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="131121","CONE P/ PINÇAS CAT40 ER16-60","DIN69871.A40xER16-60","0","0",="20","HTK","GOMILL - CNC PRECISION LDA","AB"
"25-06-2025","ENC",="131369","PINÇA ELÁSTICA","ZY-20002 6/5 ER16","0","0",="20","HTK","GOMILL - CNC PRECISION LDA","AB"
